v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,label_binary,clean_text
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,,1,tried call reply sms video mobile mins unlimited text free camcorder reply call del thurs
ham,K...k...when will you give treat?,,,,0,k k give treat
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",,,,1,nd time tried contact u u prize claim easy call p per minute bt national rate
ham,He's just gonna worry for nothing. And he won't give you money its no use.,,,,0,gon na worry nothing give money use
ham,Did you get any gift? This year i didnt get anything. So bad,,,,0,get gift year didnt get anything bad
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,,,,0,well pattern emerging friends telling drive come smoke telling weed fiend make smoke much impede things see hesitant
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",,,,0,ow u dey paid thousad told u would call
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,,,,0,im fine babes aint much tho saw scary movie yest quite funny want mrw afternoon town mall sumthin xx
ham,I'm reaching home in 5 min.,,,,0,reaching home min
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",,,,0,forgot working today wan na chat things ok drop text free bored etc ring hope well nose essay xx
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,,,,0,ha must walk everywhere take tram cousin said walk vic market hotel
ham,Discussed with your mother ah?,,,,0,discussed mother ah
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",,,,0,sorry text amp drive coherently see twenty
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,,,,1,receiving week triple echo ringtone shortly enjoy
ham,In which place i can get rooms cheap:-),,,,0,place get rooms cheap
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,,,,0,eek lot time especially since american pie like minutes long stop singing
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",,,,0,gran onlyfound afew days ago cusoon honi
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",,,,1,u selected stay top british hotels nothing holiday valued dial claim national rate call bx sw ss
ham,University of southern california.,,,,0,university southern california
ham,We have to pick rayan macleran there.,,,,0,pick rayan macleran
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,,,,0,u gd lor go shopping got stuff u wan watch infernal affairs come lar
ham,Well. Balls. Time to make calls,,,,0,well balls time make calls
ham,Wat time Ì_ wan today?,,,,0,wat time wan today
ham, &lt;#&gt;  in mca. But not conform.,,,,0,lt gt mca conform
ham,Oh ok.. Wat's ur email?,,,,0,oh ok wat ur email
ham,"Yes, princess. Are you going to make me moan?",,,,0,yes princess going make moan
ham,Lol its ok I didn't remember til last nite,,,,0,lol ok remember til last nite
ham,"[Û_] anyway, many good evenings to u! s",,,,0,anyway many good evenings u
ham,"Cool, I'll text you in a few",,,,0,cool text
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",,,,0,sorry vikky watching olave mandara movie kano trishul theatre wit frnds
ham,I'm very happy for you babe ! Woo hoo party on dude!,,,,0,happy babe woo hoo party dude
ham,I am taking you for italian food. How about a pretty dress with no panties? :),,,,0,taking italian food pretty dress panties
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,,,,0,wot u thout u gon na call txt bak luv k
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,,1,chosen receive award pls call claim number collect award selected receive valued mobile customer
ham,How are you holding up?,,,,0,holding
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,,,,0,dont flatter tell man mine two pints carlin ten minutes please
ham,Hope you are not scared!,,,,0,hope scared
ham,I'm at home n ready...,,,,0,home n ready
ham,What time do u get out?,,,,0,time u get
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,,,,0,literally bed like lt gt hours
ham,"Yes, my reg is  Ciao!",,,,0,yes reg ciao
ham,If You mean the website. Yes.,,,,0,mean website yes
spam,Win a å£1000 cash prize or a prize worth å£5000,,,,1,win cash prize prize worth
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",,,,1,thanks ringtone order reference number x mobile charged tone arrive please call customer services
ham,Lol or I could just starve and lose a pound by the end of the day.,,,,0,lol could starve lose pound end day
ham,Yeah that's the impression I got,,,,0,yeah impression got
ham,Ok ok take care. I can understand.,,,,0,ok ok take care understand
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",,,,0,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl
ham,"Ya ok, then had dinner?",,,,0,ya ok dinner
ham,I was slept that time.you there?,,,,0,slept time
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,,,,0,dont make ne plans nxt wknd coz wants us come ok
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,,,,0,school starting stay weather like food social support system like friends school things important
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",,,,0,ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit far told body even uttered word abt u ur trusting much tell others plz nxt time dont use words ok chikku b
ham,Noice. Text me when you're here,,,,0,noice text
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,,,,0,hi di yijue meeting pm esaplanade tonight
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,,,,1,moby pub quiz win high street prize u know new duchess cornwall txt first name unsub stop sp
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",,,,1,weeks savamob member offers accessible call details savamob pobox la wu week savamob offers mobile
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",,,,0,aight set free think could text blake address occurs quite sure thought
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,,,,0,hi dear saw dear happy battery low
ham,How are you. Its been ages. How's abj,,,,0,ages abj
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,,,,0,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng
ham,Dont kick coco when he's down,,,,0,dont kick coco
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,,0,fyi gon na call sporadically starting like lt gt bc doin shit
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",,,,1,contacted dating service someone know find call mobile landline pobox ldns
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,,,,1,tbs persolvo chasing us since sept definitely paying thanks information ignore kath manchester
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,,,,0,hope much fun without see u tomorrow love jess x
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,,,,0,ok wont call disturb one know avoiding burden
ham,I've reached home n i bathe liao... U can call me now...,,,,0,reached home n bathe liao u call
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,,,,1,loans purpose even bad credit tenants welcome call noworriesloans com
ham,Was the actual exam harder than NBME,,,,0,actual exam harder nbme
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,,,,0,lot sickness thing going round take easy hope u feel better soon lol
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,,,,1,kick new season wks free goals news ur mobile txt ur club name eg villa
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,,,,0,hey sathya till dint meet even single time saw situation sathya
ham,Gam gone after outstanding innings.,,,,0,gam gone outstanding innings
ham,O i played smash bros  &lt;#&gt;  religiously.,,,,0,played smash bros lt gt religiously
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",,,,0,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola
ham,Hurry home. Soup is DONE!,,,,0,hurry home soup done
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",,,,0,good afternoon love good see words ym get tm smart move slave smiles drink coffee await
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,,,,0,quite ok bit ex u better go eat smth else feel guilty
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",,,,1,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop
ham,Lemme know when you're here,,,,0,lem know
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,,,,1,private account statement shows un redeemed points call identifier code expires
ham,He needs to stop going to bed and make with the fucking dealing,,,,0,needs stop going bed make fucking dealing
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",,,,0,love brother time talk english grins say hey muhommad penny says hello across sea
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,,,,1,tried call reply sms video mobile mins unlimited text free camcorder reply call
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",,,,0,hey doc pls want get nice shirt hubby nice fiting ones budget lt gt k help pls load card abi hw keep posted luv mj
ham,I remain unconvinced that this isn't an elaborate test of my willpower,,,,0,remain unconvinced elaborate test willpower
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",,,,0,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng
ham,how are you? I miss you!,,,,0,miss
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,,,,0,answerin phone actually pretty reasonable hour sleepy
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?",,,,0,hey rite u put evey mnth
ham,i am going to bed now prin,,,,0,going bed prin
ham,I think just yourself Û_Thanks and see you tomo,,,,0,think thanks see tomo
ham,If u dun drive then how i go 2 sch.,,,,0,u dun drive go sch
ham,I not at home now lei...,,,,0,home lei
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,,,,1,gsoh good spam ladies u could b male gigolo join uk fastest growing mens club reply oncall mjzgroup stop reply stop msg rcvd
ham,Do u hav any frnd by name ashwini in ur college?,,,,0,u hav frnd name ashwini ur college
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,,,,0,jus finish lunch way home lor tot u dun wan stay sch today
ham,K then 2marrow are you coming to class.,,,,0,k marrow coming class
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,,1,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call
ham,Pls send me your address sir.,,,,0,pls send address sir
ham,I want to lick your pussy now...,,,,0,want lick pussy
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",,,,0,yo gon na still stock tomorrow today trying get dubsack
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,,,,1,urgent mobile number awarded ukp prize guaranteed call landline claim valid hrs ppm
ham,"I'll see, but prolly yeah",,,,0,see prolly yeah
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,,,,0,thought could go dinner treat seem ok
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,,,,0,stand away heart ache without wonder crave
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,,,,0,sorry never hear unless book one kinda joke thet really looking skinny white girls one line much camera something like casting look
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",,,,0,sure thing big man hockey elections go longer hour though
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,,,,0,watch lor saw swatch one thk quite ok ard need nd opinion leh
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),,,,0,hiya u like hlday pics looked horrible took mo hows camp amrca thing speak soon serena
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",,,,0,babe goes day miss already love loving kiss hope everything goes well
ham,Yunny... I'm goin to be late,,,,0,yunny goin late
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,,,,0,doc prescribed morphine cause pain meds enough waiting mom bring med kick fast gon na try later
ham,"Cool, want me to go to kappa or should I meet you outside mu",,,,0,cool want go kappa meet outside mu
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",,,,0,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe
ham,May b approve panalam...but it should have more posts..,,,,0,may b approve panalam posts
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,,1,spjanuary male sale hot gay chat cheaper call national rate p min cheap p min peak stop texts call p min
ham,Me i'm not workin. Once i get job...,,,,0,workin get job
ham,And by when you're done I mean now,,,,0,done mean
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But," its a miracle to Love a person who can't Love anyone except U...\"" Gud nyt...""",,,0,ur luck love someone ur fortune love one loves u
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,,,,0,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,,,,1,freemsg today day ready horny live town love sex fun games netcollex ltd p per msg reply stop end
ham,Is it your yahoo boys that bring in the perf? Or legal.,,,,0,yahoo boys bring perf legal
ham,No need to say anything to me. I know i am an outsider,,,,0,need say anything know outsider
ham,have you ever had one foot before?,,,,0,ever one foot
ham,Just got to  &lt;#&gt;,,,,0,got lt gt
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",,,,0,good need receipts well done yes please tell number could ring
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,,,,0,leave wif lar wan carry meh heavy da num familiar
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),,,,0,beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni
ham,Infact happy new year. How are you where are you when are we seeing,,,,0,infact happy new year seeing
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",,,,1,simpsons movie released july name band died start film green day b blue day c red day send b c
ham,That's a shame! Maybe cld meet for few hrs tomo?,,,,0,shame maybe cld meet hrs tomo
ham,Lol I would but despite these cramps I like being a girl.,,,,0,lol would despite cramps like girl
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,,,,0,wait cornwall hope tonight bad well rock night shite anyway going kip good night speak soon
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,,,,0,pls help tell sura expecting battery hont pls send message download movies thanks
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,,,,1,please call amanda regard renewing upgrading current mobile handset free charge offer ends today tel subject c
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",,,,0,found way get another app phone eh go net cafe take job geeee need babe crave see
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,,,,0,work mon thurs sat cant leh booked liao day u free
ham,ÌÏ comin to fetch us oredi...,,,,0,comin fetch us oredi
ham,What's nannys address?,,,,0,nannys address
ham,Haf u eaten? Wat time u wan me 2 come?,,,,0,haf u eaten wat time u wan come
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,,,,1,want new video phone anytime network mins half price line rental free text months reply call free delivery
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",,,,0,yo call get chance friend mine wanted ask big order
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,,,,0,single single answers fighting plus said broke didnt reply
ham,It certainly puts things into perspective when something like this happens,,,,0,certainly puts things perspective something like happens
ham,Now got tv 2 watch meh? U no work today?,,,,0,got tv watch meh u work today
ham,i felt so...not any conveying reason.. Ese he... What about me?,,,,0,felt conveying reason ese
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,,,,0,going got exciting karaoke type activities planned debating whether play football eve feeling lazy though
ham,I told that am coming on wednesday.,,,,0,told coming wednesday
ham,"Its ok, called mom instead have fun",,,,0,ok called mom instead fun
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",,,,1,dear voucher holder claim weeks offer pc please go http www wtlp co uk text ts cs apply
ham,Well if I'm that desperate I'll just call armand again,,,,0,well desperate call armand
ham,Are you at work right now ?,,,,0,work right
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,,,,0,heard anything answering texts guessing flaked said jb fantastic
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",,,,0,mmmmmm love much ahmad wait year begin every second takes closer side happy new year love
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,,,,0,pls full name joke school cos fees university florida seem actually lt gt k pls holla back
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,,,,0,ok said got wisdom teeth hidden inside n mayb need remove
ham,And pls pls drink plenty plenty water,,,,0,pls pls drink plenty plenty water
ham,How are you doing. How's the queen. Are you going for the royal wedding,,,,0,queen going royal wedding
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,,,,0,lag sad part keep touch thanks skype
ham,Ok lor then we go tog lor...,,,,0,ok lor go tog lor
ham,Two teams waiting for some players,,,,0,two teams waiting players
ham,Can Ì_ send me a copy of da report?,,,,0,send copy da report
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",,,,0,swhrt u dey hope ur ok tot u day love n miss take care
ham,"Ok da, i already planned. I wil pick you.",,,,0,ok da already planned wil pick
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",,,,1,urgent please call abta complimentary spanish holiday cash await collection sae cs box po ez ppm
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,,,,0,really need shit tomorrow know awake like
ham,I'm good. Have you registered to vote?,,,,0,good registered vote
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,,0,hmm ok stay like hour cos eye really sore
ham,Dear got bus directly to calicut,,,,0,dear got bus directly calicut
ham,Mm umma ask vava also to come tell him can play later together,,,,0,mm umma ask vava also come tell play later together
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",,,,0,well general price lt gt oz let know much want
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",,,,0,moment day value morning brings hope afternoon brings faith evening brings luv night brings rest wish u find today good morning
ham,&lt;#&gt;  w jetton ave if you forgot,,,,0,lt gt w jetton ave forgot
ham,Ok i'm coming home now.,,,,0,ok coming home
ham,Can not use foreign stamps in this country.,,,,0,use foreign stamps country
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",,,,0,sorry lot friend friend stuff talk actual guy wants buy
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",,,,1,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost cancel send stop
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,,,,0,wylie update weed dealer carlos went freedom class lunsford
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,,,,0,happy baby alright take job hope fine send kiss make smile across sea kiss kiss
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,,,,0,c movie juz last minute decision mah juz watch lar tot interested
ham,How are you enjoying this semester? Take care brother.,,,,0,enjoying semester take care brother
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,,,,1,important information orange user xxxxxx today ur lucky day find log onto http www urawinner com fantastic prizeawaiting
ham,"Get the door, I'm here",,,,0,get door
ham,"Lets use it next week, princess :)",,,,0,lets use next week princess
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,,,,0,go home first lar wait lor put stuff first
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,,,,0,want kfc tuesday buy meals gravy mark
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),,,,0,da stupid da always sending like believe message pandy mental
ham,Oi when you gonna ring,,,,0,oi gon na ring
spam,Missed call alert. These numbers called but left no message. 07008009200,,,,1,missed call alert numbers called left message
ham,I attended but nothing is there.,,,,0,attended nothing
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,,,,0,ard like dat lor juz meet mrt station dun haf come
ham,No dear i was sleeping :-P,,,,0,dear sleeping p
ham,Er mw im filled tuth is aight,,,,0,er mw im filled tuth aight
ham,Will be office around 4 pm. Now i am going hospital.,,,,0,office around pm going hospital
ham,Actually i'm waiting for 2 weeks when they start putting ad.,,,,0,actually waiting weeks start putting ad
ham,Anything lor if they all go then i go lor...,,,,0,anything lor go go lor
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,,,,0,u free sat rite u wan watch infernal affairs wif n darren n mayb xy
ham,Yo you around? A friend of mine's lookin to pick up later tonight,,,,0,yo around friend mine lookin pick later tonight
ham,Stupid auto correct on my phone,,,,0,stupid auto correct phone
ham,Double eviction this week - Spiral and Michael and good riddance to them!,,,,0,double eviction week spiral michael good riddance
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""," Gud night....""",,,0,world suffers lot violence bad people silence good people
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",,,,0,ok thats cool either raglan rd edward rd behind cricket ground gim ring ur closeby see tuesday
ham,Buy one egg for me da..please:),,,,0,buy one egg da please
ham,Have you started in skye,,,,0,started skye
ham,Have you bookedthe hut? And also your time off? How are you by the way?,,,,0,bookedthe hut also time way
ham,And several to you sir.,,,,0,several sir
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,,,,0,u really pig leh sleep much dad wake smth eat lunch today
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,,0,love hope anything drastic dare sell pc phone
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,,1,freemsg records indicate may entitled pounds accident claim free reply yes msg opt text stop
ham,Life style garments account no please.,,,,0,life style garments account please
ham,Lol wtf random. Btw is that your lunch break,,,,0,lol wtf random btw lunch break
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",,,,0,sez hows u de arab boy hope u r good give love evry love ya eshxxxxxxxxxxx
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",,,,0,lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe
ham,Detroit. The home of snow. Enjoy it.,,,,0,detroit home snow enjoy
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,,,,1,show ur colours euro offer get england flag lions tone ur phone click following service message info
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",,,,0,aight chillin friend room text way
ham,Is toshiba portege m100 gd?,,,,0,toshiba portege gd
ham,Well welp is sort of a semiobscure internet thing,,,,0,well welp sort semiobscure internet thing
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,,,,1,text pass collect polyphonic ringtones normal gprs charges apply enjoy tones
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",,,,1,accordingly repeat text word ok mobile phone send
ham,Loosu go to hospital. De dont let it careless.,,,,0,loosu go hospital de dont let careless
ham,How much for an eighth?,,,,0,much eighth
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,,,,0,omg joanna freaking looked thru friends find photos asking stuff myspace even logged like year
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",,,,0,send ur birthdate month year tel u ur life partner name method calculation reply must
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,,,,0,juz havent woke bit blur blur dad went liao cant cum oso
ham,"How about clothes, jewelry, and trips?",,,,0,clothes jewelry trips
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,,,,1,block breaker comes deluxe format new features great graphics mobile buy replying get bbdeluxe take challenge
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,,,,0,aah cuddle would lush need lots tea soup kind fumbling
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,,,1,important information orange user today lucky day find log onto http www urawinner com fantastic surprise awaiting
ham,Are you plans with your family set in stone ?,,,,0,plans family set stone
ham,Pls dont forget to study,,,,0,pls dont forget study
ham,You'll never believe this but i have actually got off at taunton. Wow,,,,0,never believe actually got taunton wow
